,source_accuracy,target_accuracy,source_auc,target_auc,replicate,batch_size,learning_rate,enc_learning_rate,disc_learning_rate,lambda_val,target_num,target_prop,epochs,iwcdan
165,0.999,0.7551020408163265,1.0,0.8468468468468469,7,16,0.001,0.001,0.001,0.5,50,0.25,50,False
166,0.998,0.8367346938775511,1.0,0.9234234234234235,4,16,0.001,0.001,0.001,0.5,50,0.25,50,False
167,1.0,0.8163265306122449,1.0,0.8873873873873873,9,16,0.001,0.001,0.001,0.5,50,0.25,50,False
168,0.998,0.7959183673469388,1.0,0.8310810810810811,3,16,0.001,0.001,0.001,0.5,50,0.25,50,False
169,0.998,0.8163265306122449,1.0,0.9144144144144144,10,16,0.001,0.001,0.001,0.5,50,0.25,50,False
170,0.998,0.6122448979591837,0.999996,0.7635135135135135,7,16,0.001,0.001,0.001,1.0,50,0.75,50,False
171,0.998,0.5714285714285714,1.0,0.7072072072072072,10,16,0.001,0.001,0.001,1.0,50,0.75,50,False
172,1.0,0.7346938775510204,1.0,0.9504504504504504,3,16,0.001,0.001,0.001,1.0,50,0.75,50,False
173,1.0,0.5306122448979592,1.0,0.4977477477477477,9,16,0.001,0.001,0.001,1.0,50,0.75,50,False
174,1.0,0.5510204081632653,1.0,0.6126126126126126,4,16,0.001,0.001,0.001,1.0,50,0.75,50,False
175,1.0,0.673469387755102,1.0,0.7657657657657657,6,16,0.001,0.001,0.001,1.0,50,0.75,50,False
176,0.999,0.673469387755102,1.0,0.847972972972973,1,16,0.001,0.001,0.001,1.0,50,0.75,50,False
177,1.0,0.5714285714285714,1.0,0.7094594594594594,5,16,0.001,0.001,0.001,1.0,50,0.75,50,False
178,1.0,0.7142857142857143,1.0,0.7972972972972974,8,16,0.001,0.001,0.001,1.0,50,0.75,50,False
179,0.997,0.6530612244897959,0.99998,0.7815315315315315,2,16,0.001,0.001,0.001,1.0,50,0.75,50,False
180,1.0,0.86,1.0,0.916,2,16,0.001,0.001,0.001,1.0,50,0.5,50,False
181,1.0,0.96,1.0,0.9616,8,16,0.001,0.001,0.001,1.0,50,0.5,50,False
182,0.997,0.98,1.0,0.9935999999999999,5,16,0.001,0.001,0.001,1.0,50,0.5,50,False
183,0.999,0.84,1.0,0.94,1,16,0.001,0.001,0.001,1.0,50,0.5,50,False
184,0.998,0.86,1.0,0.9144,6,16,0.001,0.001,0.001,1.0,50,0.5,50,False
185,1.0,0.86,1.0,0.9296,4,16,0.001,0.001,0.001,1.0,50,0.5,50,False
186,1.0,0.98,1.0,0.9935999999999999,9,16,0.001,0.001,0.001,1.0,50,0.5,50,False
187,0.999,0.94,1.0,0.9615999999999999,3,16,0.001,0.001,0.001,1.0,50,0.5,50,False
188,1.0,0.96,1.0,0.9952,10,16,0.001,0.001,0.001,1.0,50,0.5,50,False
189,0.989,0.78,1.0,0.8512000000000001,7,16,0.001,0.001,0.001,1.0,50,0.5,50,False
190,0.999,0.9183673469387755,1.0,0.945945945945946,7,16,0.001,0.001,0.001,0.1,50,0.25,50,False
191,0.999,0.8367346938775511,0.999996,0.8918918918918919,4,16,0.001,0.001,0.001,0.1,50,0.25,50,False
192,0.998,0.8775510204081632,1.0,0.972972972972973,10,16,0.001,0.001,0.001,0.1,50,0.25,50,False
193,0.999,0.8979591836734694,1.0,0.9436936936936937,3,16,0.001,0.001,0.001,0.1,50,0.25,50,False
194,1.0,0.8367346938775511,1.0,0.9144144144144145,9,16,0.001,0.001,0.001,0.1,50,0.25,50,False
195,0.998,0.7755102040816326,0.999964,0.9144144144144145,1,16,0.001,0.001,0.001,0.1,50,0.25,50,False
196,0.999,0.8775510204081632,1.0,0.9617117117117118,6,16,0.001,0.001,0.001,0.1,50,0.25,50,False
197,0.998,0.7755102040816326,0.9999439999999999,0.9121621621621622,8,16,0.001,0.001,0.001,0.1,50,0.25,50,False
198,0.999,0.8163265306122449,1.0,0.8873873873873875,2,16,0.001,0.001,0.001,0.1,50,0.25,50,False
199,0.997,0.9183673469387755,1.0,0.9639639639639641,5,16,0.001,0.001,0.001,0.1,50,0.25,50,False
