sample_accession,run_accession,library_layout,read1,read2,read1_md5,read2_md5
SAMN02261870,SRR942265,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942265/SRR942265_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942265/SRR942265_2.fastq.gz,8aae6da1132541b25cf405369bb63198,0f66d832a2f4d3a55134438cedff9927
SAMN02261870,SRR942282,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942282/SRR942282_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942282/SRR942282_2.fastq.gz,c04a4b58c4ff3ce07fd3fe90c47736ed,c9874d1b00ca56fe6217955464eb98c0
SAMN02261868,SRR942283,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942283/SRR942283_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942283/SRR942283_2.fastq.gz,bcc9b0017be19904a5d9c5a80eb38c5d,2e604bd6e3c3f21ce8b87d90bea8845d
SAMN02261868,SRR942263,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942263/SRR942263_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942263/SRR942263_2.fastq.gz,39ed952131040bb27b1008ea54a6a29e,b17bc66aa542be98359c0c3a4132726c
SAMN02261868,SRR942309,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942309/SRR942309_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942309/SRR942309_2.fastq.gz,f208e17050d7961cc777ea031d5af90e,f4806f10ac994ac514c749bb42dbd581
SAMN02261854,SRR942304,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942304/SRR942304_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942304/SRR942304_2.fastq.gz,3c12d6af3205169fca4c8f97935ed1b8,9aaf9583fb86491ebb0e5ae82a984dcb
SAMN02261854,SRR942303,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942303/SRR942303_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942303/SRR942303_2.fastq.gz,3fcd8d8cbf23b8bd324c85a3afb37c4e,ed35a4fefb606de44b132dea22b276b3
SAMN02261854,SRR942249,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942249/SRR942249_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942249/SRR942249_2.fastq.gz,0a9e69f992b8a87b21777719988b14ad,04e3116fc68955f0293364d64155ffd6
SAMN02261878,SRR942275,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942275/SRR942275_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942275/SRR942275_2.fastq.gz,1b56db7d00ebbca9831c15ed9522d5ad,9c4b46ad42fda6d01f4dbc514cb68fc1
SAMN02261878,SRR942273,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942273/SRR942273_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942273/SRR942273_2.fastq.gz,26d81d6e609c6fb79afccddaedb0e421,9f35963624bf3d5caa246b87be9e455d
SAMN02261878,SRR942286,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942286/SRR942286_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942286/SRR942286_2.fastq.gz,8aae6b29ab8f7b06427f7c29147e26bc,5930d405e1c56fd52b154424bd3d3a9b
SAMN02261819,SRR942211,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942211/SRR942211_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942211/SRR942211_2.fastq.gz,4bc5bd23f50e2a46d0f7d243c37afab5,338722fa5b9f05468ca962e6faeced81
SAMN02261819,SRR942287,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942287/SRR942287_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942287/SRR942287_2.fastq.gz,2752d992fa361373187015d0d354a2c2,ebf4187cc847a92fe6f8cd96c2a4e233
SAMN02261819,SRR942295,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942295/SRR942295_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942295/SRR942295_2.fastq.gz,8f8bebf6266ac90cd6ece15bf6c11e47,edd646674411826166d3163cc49b8009
SAMN02261821,SRR942213,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942213/SRR942213_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942213/SRR942213_2.fastq.gz,eabbb2614b2753bd0a6fc84b4acec3f1,82562466c9433772f882952e97ac0369
SAMN02261821,SRR942288,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942288/SRR942288_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942288/SRR942288_2.fastq.gz,128e897e5ed5031cb1dc181694750feb,06309e98cee4e1be5dea4d197fa3a8e8
SAMN02261821,SRR942296,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942296/SRR942296_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942296/SRR942296_2.fastq.gz,9377aaa091e71835840cc384db21206f,89618d5cf7b69fbad3a0e9c7bc92a39e
SAMN02261805,SRR942197,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942197/SRR942197_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942197/SRR942197_2.fastq.gz,b8335bc672068a12547f1b7934c97944,190ad1ead007c0f8f8565974ac2f2864
SAMN02261805,SRR942297,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942297/SRR942297_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942297/SRR942297_2.fastq.gz,18d3814a324384cf7288fb61529a1cc1,cf542dff78d8db84727099ccead1aea4
SAMN02261805,SRR942289,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942289/SRR942289_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942289/SRR942289_2.fastq.gz,21fb08aa5ca26e5368b31862caa7c752,cc3eda47bdf38189b621a1897960a32f
SAMN02261826,SRR942291,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942291/SRR942291_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942291/SRR942291_2.fastq.gz,4e0c9789fcbe34616ce48cfbac2f1273,aa7125eec5898d4d7c3d1f7b98a03115
SAMN02261826,SRR942218,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942218/SRR942218_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942218/SRR942218_2.fastq.gz,5c325275b5a428c4ced0997b96fa521a,d26fa5b54ef021cb4fb80ccf6f0242d4
SAMN02261826,SRR942299,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942299/SRR942299_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942299/SRR942299_2.fastq.gz,1fc9649eff25d458e25d2e3fa21f06d2,8e66f098b29706c432eb6c73c5e83aed
SAMN02261858,SRR942279,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942279/SRR942279_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942279/SRR942279_2.fastq.gz,113732c99e91cd51085d21397c7eef11,550aa99cef814e1ff12d2de792ad95f4
SAMN02261858,SRR942253,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942253/SRR942253_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942253/SRR942253_2.fastq.gz,d109f608633aa05cc28a780e9732e346,76f289d21d0afd90e9484c9568b0eab7
SAMN02261858,SRR942278,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942278/SRR942278_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942278/SRR942278_2.fastq.gz,d2953d1f8903ca10e7770ce2ae4d7e97,990e1344a7c735527fa07b02d0b7448e
SAMN02231732,SRR933726,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933726/SRR933726_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933726/SRR933726_2.fastq.gz,2df0453b5aceac45d61ed1414a7f0e00,593fd455f8fa426164708d0d68f97f4d
SAMN02231732,SRR933751,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933751/SRR933751_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933751/SRR933751_2.fastq.gz,65c0a536744cd6348cd5ffdfa3654385,22fc2096c7581642226139334c51f8ef
SAMN02231732,SRR933745,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933745/SRR933745_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933745/SRR933745_2.fastq.gz,9f6121d0238559eb48639204d3d58016,14a9f0588c04638df44c352aca30461e
SAMN02231732,SRR933750,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933750/SRR933750_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933750/SRR933750_2.fastq.gz,b439e3d070643de90c593868a5ccea55,13fb0a4fcea6ae9108cd7bebbb4efc88
SAMN02261865,SRR942301,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942301/SRR942301_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942301/SRR942301_2.fastq.gz,df27b2c56a28ec6e02c48471880d63ea,3e65c097cd92ede327d1f4ff6fc12bd9
SAMN02261865,SRR942260,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942260/SRR942260_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942260/SRR942260_2.fastq.gz,fad147570487daccd9318f41d023bea0,5c3a200137fbcc3aa9804e7da067d11a
SAMN02261865,SRR942293,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942293/SRR942293_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942293/SRR942293_2.fastq.gz,9c83e32f93b7174716fe282a67e9ca59,56c1dabcf9e414b2c2da46e7cf5dc565
SAMN02261851,SRR942246,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942246/SRR942246_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942246/SRR942246_2.fastq.gz,294b4b7408d3fe085af6477895f319e4,d13ab4ff3c15b3254e8e9c0036cd5f74
SAMN02261851,SRR942305,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942305/SRR942305_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942305/SRR942305_2.fastq.gz,3f79825c1ebdad22e00290ab63849247,ed470058d77174da52a511236d91f8b6
SAMN02261851,SRR942306,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942306/SRR942306_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942306/SRR942306_2.fastq.gz,da17183cea0f385373db5aead72a2c6f,1a6087d8536788dda062d9552c7cf0f8
SAMN02261853,SRR942307,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942307/SRR942307_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942307/SRR942307_2.fastq.gz,34263fc906ff5a1388d9e0d7d5c3198f,0d32795f4cb43e83f0fd335d44bdc20c
SAMN02261853,SRR942248,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942248/SRR942248_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942248/SRR942248_2.fastq.gz,788efd640e412a33d2a607f2a709b94e,b8354dfe7ebc5908a7d2cf1f6c71c140
SAMN02261853,SRR942308,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942308/SRR942308_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942308/SRR942308_2.fastq.gz,bf8d764f491ca963fe7fa75313b62960,67273ff4e1cabdeea6ed86ab26744fc2
SAMN02261845,SRR942240,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942240/SRR942240_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942240/SRR942240_2.fastq.gz,747d45edea1fd1e49d1793b3f335568f,e305a5f13f5234eee2035492ab4f3da4
SAMN02261845,SRR942302,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942302/SRR942302_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942302/SRR942302_2.fastq.gz,af468db3e342b1d7c3934708634a1b05,6f60039df8f5fb18b66e0d5f68a31b09
SAMN02261845,SRR942294,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942294/SRR942294_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942294/SRR942294_2.fastq.gz,a82d9c64de63de6af1a090fc88b99201,ea6df5bcbbc3f1c05d37a59a633a82b8
SAMN02261840,SRR942235,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942235/SRR942235_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942235/SRR942235_2.fastq.gz,847f0bc74a36214a5c51a8125767a770,69d2059a021e70621b75526461ec45b2
SAMN02261840,SRR942280,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942280/SRR942280_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942280/SRR942280_2.fastq.gz,7fdd9605c18dc36399a04fd8730435e1,a13fc793acce00d567f9e1b29a4db63b
SAMN02261840,SRR942310,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942310/SRR942310_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR942/SRR942310/SRR942310_2.fastq.gz,daa4ef98e18bed3ca1a866d9b3304555,49b588948dff3b6bfa8f24e92098b69d
SAMN01057689,SRR518717,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518717/SRR518717_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518717/SRR518717_2.fastq.gz,3c2abfb40cc5f3556bc811774e0efa45,f84e60b636f899e104ea8830c886f89b
SAMN01057691,SRR518723,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518723/SRR518723_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518723/SRR518723_2.fastq.gz,d3043bfa7ef4fe218d56c368dd074592,7e3700aae3f85fea1c8b5cd14cc7cdfa
SAMN01057688,SRR518710,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518710/SRR518710_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518710/SRR518710_2.fastq.gz,136449e981bca3345ddeb233209c65fa,88529a6488f3050d337be3e013b8e33d
SAMN01057688,SRR518711,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518711/SRR518711_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518711/SRR518711_2.fastq.gz,165f6cdf65fda52eabf92024068fc266,0fc12e44cd5035d3740e3f0bd9729fb7
SAMN01057690,SRR518712,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518712/SRR518712_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518712/SRR518712_2.fastq.gz,bff26d7d6836f9441480646dc90b2bf5,b0e2dcd8e50d54148b4672a4eed7071e
SAMN01057690,SRR518713,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518713/SRR518713_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518713/SRR518713_2.fastq.gz,12120efefb33b64930f733831e6bbeae,6e5e5aacc58b8f91ad5fd1503a91eae1
SAMN01057666,SRR518686,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518686/SRR518686_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518686/SRR518686_2.fastq.gz,073ad608fa0085ce815b556230cd1c50,5c69656136b98795bd8a4f0f2d049227
SAMN01057666,SRR518687,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518687/SRR518687_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518687/SRR518687_2.fastq.gz,283a5b293d095a762cbd2581568bfa9c,edbb2e74cdffe7754227e4d099ebb937
SAMN01057636,SRR518661,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518661/SRR518661_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518661/SRR518661_2.fastq.gz,415d2e3c5853fe526dff60268f50d7a3,0db6dfaa678c926d80a9c2dfe439cb9d
SAMN01057636,SRR518662,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518662/SRR518662_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR518/SRR518662/SRR518662_2.fastq.gz,e3dbd43aa698a60c6d184786a9c8613a,b1ec686d8ccedf530a2125ad734258e2
SAMN09907428,SRR7758718,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR775/008/SRR7758718/SRR7758718_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR775/008/SRR7758718/SRR7758718_2.fastq.gz,bedf67363bd2a274e8084327369001e1,be8435b1265c84a0905c2e4661d1e200
